Round,Company Name,Product Number,Service Area Name,Eligibility Points,Bid Quantity,Bid Price ($),Price Point (%),Selection Number
11,Huron Tel,4-082-0,Listowel / Goderich,10,5,107000,,0.38299325
11,NE&W SPC,4-068-0,Brockville,10,10,99000,,0.108939801
11,NE&W SPC,4-069-0,Gananoque,2,10,24000,,0.976486739
11,NE&W SPC,4-070-0,Kingston,40,6,303000,,0.262471671
11,NE&W SPC,4-071-0,Napanee,7,10,65000,100.00%,0.215654003
11,NE&W SPC,4-072-0,Belleville,30,7,272000,100.00%,0.998769759
11,NE&W SPC,4-073-0,Cobourg,10,10,94000,100.00%,0.28639521
11,NE&W SPC,4-074-0,Peterborough,40,6,286000,100.00%,0.851908957
11,NE&W SPC,4-075-0,Lindsay,8,10,60000,100.00%,0.407109648
11,NE&W SPC,4-078-0,Alliston,20,5,178000,100.00%,0.613718086
11,NE&W SPC,4-079-0,Guelph / Kitchener,150,1,557000,,0.872603733
11,NE&W SPC,4-080-0,Fergus,5,10,46000,,0.243743155
11,NE&W SPC,4-081-0,Kincardine,30,5,253000,,0.45307292
11,NE&W SPC,4-081-1,Kincardine,20,5,152000,,0.021171441
11,NE&W SPC,4-086-0,London / Woodstock / St. Thomas,150,3,535000,100.00%,0.141652721
11,NE&W SPC,4-087-0,Brantford,30,3,120000,100.00%,0.986574371
11,NE&W SPC,4-088-0,Stratford,9,5,36000,,0.870218901
11,NE&W SPC,4-089-0,Chatham,10,6,97000,,0.526554838
11,NE&W SPC,4-090-0,Windsor / Leamington,90,6,685000,100.00%,0.196364102
11,NE&W SPC,4-091-0,Wallaceburg,5,5,43000,,0.544332108
11,NE&W SPC,4-092-0,Sarnia,20,3,170000,,0.975700165
11,NE&W SPC,4-093-0,Strathroy,8,4,27000,,0.647313831
11,Rogers,4-001-0,St. John's,60,4,183000,,0.316201809
11,Rogers,4-002-0,Placentia,3,4,9700,,0.556960992
11,Rogers,4-003-0,Gander / Grand Falls / Windsor,20,4,91000,,0.617505396
11,Rogers,4-004-0,Corner Brook / Stephenville,10,4,49000,,0.458346453
11,Rogers,4-005-0,Labrador,5,3,39000,0.00%,0.753457515
11,Rogers,4-006-0,Charlottetown,20,4,54000,,0.973540579
11,Rogers,4-007-0,Summerside,8,4,27000,,0.811848405
11,Rogers,4-008-0,Yarmouth,9,4,31000,,0.351123565
11,Rogers,4-009-0,Bridgewater / Kentville,20,5,87000,,0.225090155
11,Rogers,4-010-0,Halifax,90,4,312000,,0.574954352
11,Rogers,4-011-0,Truro,10,5,36000,,0.523302012
11,Rogers,4-012-0,Amherst,6,4,19000,,0.346987666
11,Rogers,4-013-0,Antigonish / New Glasgow,10,5,44000,,0.152369274
11,Rogers,4-014-0,Sydney,20,4,74000,,0.030017395
11,Rogers,4-015-0,Saint John,30,6,114000,,0.164473664
11,Rogers,4-016-0,St. Stephen,4,6,17000,,0.646586496
11,Rogers,4-017-0,Fredericton,40,6,130000,,0.086809947
11,Rogers,4-018-0,Moncton,40,6,141000,,0.462188164
11,Rogers,4-019-0,Miramichi / Bathurst,30,6,97000,,0.191329072
11,Rogers,4-020-0,Grand Falls,4,6,17000,,0.494253834
11,Rogers,4-021-0,Edmundston,5,4,18000,,0.727563388
11,Rogers,4-022-0,Campbellton,5,6,18000,,0.904442439
11,Rogers,4-023-0,Matane,20,10,63000,,0.144137164
11,Rogers,4-024-0,Mont-Joli,6,6,27000,,0.962694087
11,Rogers,4-025-0,Rimouski,10,6,49000,,0.261610647
11,Rogers,4-026-0,Rivière-du-Loup,10,6,52000,,0.342500556
11,Rogers,4-027-0,La Malbaie,5,6,16000,,0.138109407
11,Rogers,4-028-0,Chicoutimi-Jonquière,50,6,312000,,0.260131726
11,Rogers,4-029-0,Montmagny,10,6,40000,,0.764083082
11,Rogers,4-030-0,Québec,200,3,647000,,0.435764106
11,Rogers,4-031-0,Sainte-Marie,9,6,37000,,0.025937259
11,Rogers,4-032-0,Saint-Georges,10,6,49000,,0.052548092
11,Rogers,4-033-0,Lac-Mégantic,4,6,18000,,0.667438062
11,Rogers,4-034-0,Thetford Mines,7,6,37000,,0.396399406
11,Rogers,4-035-0,Plessisville,4,6,22000,,0.091205607
11,Rogers,4-036-0,La Tuque,3,6,27000,,0.711559899
11,Rogers,4-037-0,Trois-Rivières,60,7,230000,,0.536199813
11,Rogers,4-038-0,Louiseville,4,6,17000,,0.794947493
11,Rogers,4-039-0,Asbestos,5,6,21000,,0.825949136
11,Rogers,4-040-0,Victoriaville,10,6,81000,,0.452325082
11,Rogers,4-041-0,Coaticook,2,6,7700,,0.906853043
11,Rogers,4-042-0,Sherbrooke,50,7,180000,,0.03769256
11,Rogers,4-043-0,Windsor,3,6,30000,,0.966452779
11,Rogers,4-044-0,Drummondville,20,8,132000,,0.902088882
11,Rogers,4-045-0,Cowansville,5,5,17000,,0.923105342
11,Rogers,4-046-0,Farnham,5,6,17000,,0.937327758
11,Rogers,4-047-0,Granby,20,5,81000,,0.973984218
11,Rogers,4-048-0,St-Hyacinthe,20,6,87000,,0.395057368
11,Rogers,4-049-0,Sorel,10,5,33000,,0.536115339
11,Rogers,4-050-0,Joliette,30,4,91000,,0.717609073
11,Rogers,4-051-0,Montréal,3370,4,11107000,,0.167576756
11,Rogers,4-052-0,Sainte-Agathe-des-Monts,10,6,48000,,0.387973867
11,Rogers,4-053-0,Hawkesbury,10,6,51000,,0.271536181
11,Rogers,4-054-0,Mont-Laurier / Maniwaki,8,6,28000,,0.730546188
11,Rogers,4-055-0,Ottawa,480,3,1599000,,0.006115654
11,Rogers,4-056-0,Pembroke,10,6,117000,,0.64359356
11,Rogers,4-057-0,Arnprior / Renfrew,5,5,22000,,0.189407275
11,Rogers,4-058-0,Rouyn-Noranda,7,6,28000,,0.390534042
11,Rogers,4-059-0,Notre-Dame-du-Nord,3,6,8800,,0.431696145
11,Rogers,4-060-0,La Sarre,3,6,13000,,0.078165032
11,Rogers,4-061-0,Amos,4,5,24000,,0.958592996
11,Rogers,4-062-0,Val-d'Or,8,5,66000,,0.269171619
11,Rogers,4-063-0,Roberval / Saint-Félicien,10,6,46000,,0.482416079
11,Rogers,4-064-0,Baie-Comeau,7,6,25000,,0.528851741
11,Rogers,4-065-0,Port-Cartier / Sept-Îles,8,10,41000,,0.079085295
11,Rogers,4-066-0,Chibougamau,8,5,40000,,0.644611804
11,Rogers,4-067-0,Cornwall,10,4,69000,,0.461829606
11,Rogers,4-068-0,Brockville,10,6,99000,,0.589906576
11,Rogers,4-069-0,Gananoque,2,5,24000,,0.110000861
11,Rogers,4-070-0,Kingston,40,6,303000,,0.670866412
11,Rogers,4-071-0,Napanee,7,6,65000,,0.4880103
11,Rogers,4-072-0,Belleville,30,5,272000,,0.297657033
11,Rogers,4-073-0,Cobourg,10,6,94000,,0.315438478
11,Rogers,4-074-0,Peterborough,40,6,286000,,0.212616285
11,Rogers,4-075-0,Lindsay,8,6,60000,,0.5946534
11,Rogers,4-076-0,Minden,4,6,13000,,0.829399403
11,Rogers,4-077-0,Toronto,5440,3,19738000,,0.264724135
11,Rogers,4-078-0,Alliston,20,6,178000,,0.35028316
11,Rogers,4-079-0,Guelph / Kitchener,150,4,557000,,0.095064857
11,Rogers,4-080-0,Fergus,5,5,46000,,0.154629089
11,Rogers,4-081-0,Kincardine,30,5,253000,,0.111877414
11,Rogers,4-082-0,Listowel / Goderich,10,5,107000,,0.691917267
11,Rogers,4-083-0,Fort Erie,5,5,22000,,0.003459065
11,Rogers,4-084-0,Niagara / St. Catharines,80,6,493000,,0.284015161
11,Rogers,4-085-0,Haldimand / Dunnville,6,1,24000,,0.704439951
11,Rogers,4-086-0,London / Woodstock / St. Thomas,150,4,535000,,0.816579972
11,Rogers,4-087-0,Brantford,30,2,120000,,0.402296003
11,Rogers,4-088-0,Stratford,9,5,36000,,0.006473547
11,Rogers,4-089-0,Chatham,10,6,97000,,0.42489799
11,Rogers,4-090-0,Windsor / Leamington,90,4,685000,,0.067662528
11,Rogers,4-091-0,Wallaceburg,5,6,43000,,0.601138496
11,Rogers,4-092-0,Sarnia,20,4,170000,,0.190773508
11,Rogers,4-093-0,Strathroy,8,6,27000,,0.497532367
11,Rogers,4-094-0,Barrie,80,4,252000,,0.499148549
11,Rogers,4-095-0,Midland,8,5,31000,,0.390368043
11,Rogers,4-096-0,Gravenhurst / Bracebridge,10,6,36000,,0.438047741
11,Rogers,4-097-0,North Bay,20,5,143000,,0.858268764
11,Rogers,4-098-0,Parry Sound,4,5,37000,,0.822648769
11,Rogers,4-099-0,Elliot Lake,5,5,17000,,0.57983866
11,Rogers,4-100-0,Sudbury,40,5,141000,,0.090858041
11,Rogers,4-101-0,Kirkland Lake,6,4,19000,,0.556245523
11,Rogers,4-102-0,Timmins,7,4,27000,,0.498830744
11,Rogers,4-103-0,Kapuskasing,6,4,21000,,0.146732195
11,Rogers,4-104-0,Kenora / Sioux Lookout,10,5,94000,,0.373294017
11,Rogers,4-105-0,Iron Bridge,3,5,33000,,0.636764977
11,Rogers,4-106-0,Sault Ste. Marie,10,4,46000,,0.673474796
11,Rogers,4-107-0,Marathon,4,5,41000,,0.966151667
11,Rogers,4-108-0,Thunder Bay,30,5,211000,,0.157559708
11,Rogers,4-109-0,Fort Frances,3,5,30000,,0.452117723
11,Rogers,4-110-0,Steinbach,10,5,41000,,0.546985516
11,Rogers,4-111-0,Winnipeg,180,6,594000,,0.438318405
11,Rogers,4-112-0,Lac du Bonnet,10,5,37000,,0.406447596
11,Rogers,4-113-0,Morden / Winkler,9,6,29000,,0.319203679
11,Rogers,4-114-0,Brandon,20,6,59000,,0.382821483
11,Rogers,4-115-0,Portage la Prairie,4,5,21000,,0.031007237
11,Rogers,4-116-0,Dauphin,10,6,65000,,0.494128202
11,Rogers,4-117-0,Creighton / Flin Flon,4,5,37000,,0.318752217
11,Rogers,4-118-0,Thompson,9,1,54000,,0.294099028
11,Rogers,4-119-0,Estevan,8,7,26000,,0.625626868
11,Rogers,4-120-0,Weyburn,4,7,14000,,0.255792232
11,Rogers,4-121-0,Moose Jaw,9,4,31000,,0.476187638
11,Rogers,4-122-0,Swift Current,8,6,27000,,0.723329413
11,Rogers,4-123-0,Yorkton,10,6,36000,,0.566604442
11,Rogers,4-124-0,Regina,60,5,186000,,0.368566483
11,Rogers,4-125-0,Saskatoon,70,5,219000,,0.197152993
11,Rogers,4-126-0,Watrous,5,5,22000,,0.695737281
11,Rogers,4-127-0,Battleford,20,5,57000,,0.378958974
11,Rogers,4-128-0,Prince Albert,20,5,74000,,0.687220449
11,Rogers,4-129-0,Lloydminster,6,7,21000,,0.862896093
11,Rogers,4-130-0,Northern Saskatchewan,6,5,51000,,0.490822831
11,Rogers,4-131-0,Medicine Hat / Brooks,20,6,61000,,0.62960767
11,Rogers,4-132-0,Lethbridge,40,6,136000,,0.922099338
11,Rogers,4-133-0,Stettler / Oyen / Wainwright,9,6,44000,,0.003258213
11,Rogers,4-134-0,High River,20,6,68000,,0.190908673
11,Rogers,4-135-0,Strathmore,8,6,26000,,0.024368402
11,Rogers,4-136-0,Calgary,470,2,1559000,,0.325901726
11,Rogers,4-137-0,Red Deer,40,6,148000,,0.489962974
11,Rogers,4-138-0,Wetaskiwin / Ponoka,9,6,31000,,0.055110196
11,Rogers,4-139-0,Camrose,7,6,35000,,0.395281949
11,Rogers,4-140-0,Vegreville,3,6,8800,,0.520459706
11,Rogers,4-141-0,Edmonton,440,7,1459000,,0.611292793
11,Rogers,4-142-0,Edson / Hinton,8,6,28000,,0.707898284
11,Rogers,4-143-0,Bonnyville,10,6,48000,,0.419367604
11,Rogers,4-144-0,Whitecourt,6,6,19000,,0.019071533
11,Rogers,4-145-0,Barrhead,4,6,14000,,0.286580414
11,Rogers,4-146-0,Fort McMurray,10,6,42000,,0.728814882
11,Rogers,4-147-0,Peace River,10,5,120000,,0.72269922
11,Rogers,4-148-0,Grande Prairie,20,6,69000,,0.94034249
11,Rogers,4-149-0,East Kootenay,10,1,35000,,0.33530706
11,Rogers,4-150-0,West Kootenay,10,3,44000,,0.580941357
11,Rogers,4-151-0,Kelowna,80,1,260000,,0.427983792
11,Rogers,4-152-0,Vancouver,2110,3,6971000,,0.827755968
11,Rogers,4-153-0,Hope,4,2,15000,,0.977570519
11,Rogers,4-154-0,Victoria,100,3,328000,,0.765982526
11,Rogers,4-155-0,Nanaimo,40,3,140000,,0.705779748
11,Rogers,4-156-0,Courtenay,20,3,168000,,0.4437669
11,Rogers,4-157-0,Powell River,5,2,43000,,0.42354231
11,Rogers,4-158-0,Squamish / Whistler,10,2,42000,,0.320267134
11,Rogers,4-159-0,Merritt,3,4,8800,,0.70600471
11,Rogers,4-160-0,Kamloops,20,1,77000,,0.756192647
11,Rogers,4-161-0,Ashcroft,3,4,27000,,0.06351838
11,Rogers,4-162-0,Salmon Arm,9,1,29000,,0.193340229
11,Rogers,4-163-0,Golden,1,1,3300,,0.561700753
11,Rogers,4-164-0,Williams Lake,7,4,59000,,0.858655081
11,Rogers,4-165-0,Quesnel / Red Bluff,4,4,39000,,0.099811375
11,Rogers,4-166-0,Skeena,10,3,81000,,0.966438922
11,Rogers,4-167-0,Prince George,20,4,53000,,0.400906491
11,Rogers,4-168-0,Smithers,6,4,57000,,0.695518656
11,Rogers,4-169-0,Dawson Creek,10,4,97000,,0.137781138
11,Rogers,4-170-0,Yukon,6,5,53000,,0.279376885
11,Rogers,4-171-0,Nunavut,6,5,53000,,0.320371828
11,Rogers,4-172-0,Northwest Territories,7,5,63000,,0.244610623
11,Indigitel,4-076-0,Minden,4,1,13000,,0.407382902
11,Indigitel,4-153-0,Hope,4,1,15000,,0.420077189
11,Brooke Telecom,4-092-0,Sarnia,20,2,170000,,0.627762037
11,Cooptel,4-039-0,Asbestos,5,1,21000,,0.13036662
11,Cooptel,4-043-0,Windsor,3,4,30000,,0.044100408
11,Cooptel,4-044-0,Drummondville,20,3,132000,,0.813297096
11,Cooptel,4-048-0,St-Hyacinthe,20,3,87000,,0.784722571
11,Kingston Online,4-069-0,Gananoque,2,1,24000,100.00%,0.072024328
11,Kingston Online,4-071-0,Napanee,7,4,65000,,0.743017821
11,NWIC,4-083-0,Fort Erie,5,2,22000,,0.21639179
11,NWIC,4-085-0,Haldimand / Dunnville,6,2,24000,,0.685685024
11,Bruce Telecom,4-081-0,Kincardine,30,1,253000,100.00%,0.742632432
11,Bruce Telecom,4-081-1,Kincardine,20,5,152000,,0.472416111
11,SaskTel,4-121-0,Moose Jaw,9,5,31000,,0.171148097
11,SaskTel,4-122-0,Swift Current,8,5,27000,,0.17973421
11,SaskTel,4-123-0,Yorkton,10,5,36000,,0.858663677
11,SaskTel,4-124-0,Regina,60,5,186000,,0.568589334
11,SaskTel,4-125-0,Saskatoon,70,5,219000,,0.990015457
11,SaskTel,4-126-0,Watrous,5,5,22000,,0.347048733
11,SaskTel,4-127-0,Battleford,20,5,57000,,0.218394608
11,SaskTel,4-128-0,Prince Albert,20,5,74000,,0.030606132
11,ABC Internet,4-158-0,Squamish / Whistler,10,4,38000,0.00%,0.287247589
11,ABC Internet,4-161-0,Ashcroft,3,1,27000,,0.835970749
11,ABC Internet,4-161-1,Ashcroft,2,3,5000,0.00%,0.863652184
11,ABC Internet,4-164-0,Williams Lake,7,2,53000,0.00%,0.311987531
11,ABC Internet,4-164-1,Williams Lake,2,3,6000,0.00%,0.21490919
11,Ecotel,4-005-1,Labrador,1,1,2800,100.00%,0.61409016
11,Ecotel,4-036-0,La Tuque,3,3,27000,,0.032371174
11,Ecotel,4-061-1,Amos,1,4,4400,,0.400507437
11,Ecotel,4-062-1,Val-d'Or,1,6,1100,,0.056600781
11,Ecotel,4-066-1,Chibougamau,1,4,2200,,0.108047829
11,Ecotel,4-102-0,Timmins,7,4,27000,,0.719775901
11,Ecotel,4-104-1,Kenora / Sioux Lookout,1,4,4400,,0.298718953
11,Ecotel,4-105-1,Iron Bridge,2,2,6600,,0.087971182
11,Ecotel,4-107-1,Marathon,1,4,3300,,0.855718216
11,Ecotel,4-117-1,Creighton / Flin Flon,1,4,1100,,0.76932659
11,Ecotel,4-118-1,Thompson,2,4,6600,,0.383534113
11,Ecotel,4-130-1,Northern Saskatchewan,1,2,4400,,0.285633838
11,Ecotel,4-168-1,Smithers,1,2,3300,,0.664872872
11,Ecotel,4-171-1,Nunavut,1,4,1100,,0.117248906
11,Ecotel,4-172-1,Northwest Territories,1,2,1500,,0.320902485
11,MPVWIFI,4-163-0,Golden,1,1,3300,,0.980397649
11,Bragg,4-001-0,St. John's,60,7,183000,,0.014892828
11,Bragg,4-002-0,Placentia,3,8,9700,,0.876703385
11,Bragg,4-003-0,Gander / Grand Falls / Windsor,20,8,91000,,0.312085638
11,Bragg,4-004-0,Corner Brook / Stephenville,10,8,49000,,0.685155199
11,Bragg,4-005-1,Labrador,1,5,2800,,0.225786613
11,Bragg,4-006-0,Charlottetown,20,7,54000,,0.873583307
11,Bragg,4-007-0,Summerside,8,7,27000,,0.0534427
11,Bragg,4-008-0,Yarmouth,9,7,31000,,0.051409545
11,Bragg,4-009-0,Bridgewater / Kentville,20,5,87000,,0.660274539
11,Bragg,4-010-0,Halifax,90,5,312000,,0.918936834
11,Bragg,4-011-0,Truro,10,5,36000,,0.950373573
11,Bragg,4-012-0,Amherst,6,8,19000,,0.29796612
11,Bragg,4-013-0,Antigonish / New Glasgow,10,5,44000,,0.88368652
11,Bragg,4-014-0,Sydney,20,7,74000,,0.376196862
11,Bragg,4-015-0,Saint John,30,4,114000,,0.582578923
11,Bragg,4-016-0,St. Stephen,4,4,17000,,0.934449579
11,Bragg,4-017-0,Fredericton,40,4,130000,,0.346990425
11,Bragg,4-018-0,Moncton,40,4,141000,,0.384434634
11,Bragg,4-019-0,Miramichi / Bathurst,30,4,97000,,0.384999186
11,Bragg,4-020-0,Grand Falls,4,4,17000,,0.450780525
11,Bragg,4-021-0,Edmundston,5,9,18000,,0.377220287
11,Bragg,4-022-0,Campbellton,5,4,18000,,0.075722526
11,Bragg,4-100-0,Sudbury,40,5,141000,,0.532991512
11,Bragg,4-101-0,Kirkland Lake,6,10,19000,,0.2641987
11,Bragg,4-102-0,Timmins,7,7,27000,,0.763569509
11,Bragg,4-103-1,Kapuskasing,5,10,16000,,0.465709144
11,Bragg,4-129-0,Lloydminster,6,2,21000,,0.830689461
11,Bragg,4-133-0,Stettler / Oyen / Wainwright,9,4,44000,100.00%,0.921050845
11,Bragg,4-139-0,Camrose,7,4,35000,100.00%,0.252800532
11,Bragg,4-140-0,Vegreville,3,4,8800,,0.613376452
11,Bragg,4-143-0,Bonnyville,10,4,48000,,0.380664806
11,Bragg,4-144-0,Whitecourt,6,4,19000,,0.197294046
11,Bragg,4-145-0,Barrhead,4,4,14000,,0.847365444
11,Bragg,4-148-0,Grande Prairie,20,4,69000,,0.195039074
11,Elite General,4-023-0,Matane,20,5,63000,,0.339747562
11,Elite General,4-024-0,Mont-Joli,6,2,24100,3.33%,0.116763688
11,Elite General,4-025-0,Rimouski,10,2,44100,2.00%,0.512762503
11,Elite General,4-028-0,Chicoutimi-Jonquière,50,2,312000,,0.136808686
11,Elite General,4-030-0,Québec,200,2,647000,,0.313057836
11,Elite General,4-031-0,Sainte-Marie,9,5,37000,,0.830086957
11,Elite General,4-032-0,Saint-Georges,10,5,49000,,0.77739527
11,Elite General,4-033-0,Lac-Mégantic,4,10,18000,,0.177649782
11,Elite General,4-034-0,Thetford Mines,7,10,37000,,0.064890288
11,Elite General,4-035-0,Plessisville,4,10,22000,,0.62512802
11,Elite General,4-037-0,Trois-Rivières,60,8,230000,,0.340906943
11,Elite General,4-038-0,Louiseville,4,5,17000,,0.081583863
11,Elite General,4-048-0,St-Hyacinthe,20,3,87000,,0.765876522
11,Elite General,4-051-0,Montréal,3370,2,10176000,7.82%,0.693181448
11,Elite General,4-053-0,Hawkesbury,10,2,51000,,0.090420478
11,Elite General,4-055-0,Ottawa,480,2,1599000,,0.299484845
11,Elite General,4-056-0,Pembroke,10,2,107000,9.09%,0.589067452
11,Elite General,4-057-0,Arnprior / Renfrew,5,2,22000,,0.479164502
11,Elite General,4-063-0,Roberval / Saint-Félicien,10,2,46000,,0.7367534
11,Elite General,4-067-0,Cornwall,10,4,69000,,0.879200186
11,Elite General,4-068-0,Brockville,10,9,99000,,0.282919097
11,Elite General,4-069-0,Gananoque,2,10,24000,,0.021702432
11,Elite General,4-070-0,Kingston,40,8,303000,,0.19507049
11,Elite General,4-071-0,Napanee,7,10,65000,,0.261588416
11,Elite General,4-072-0,Belleville,30,9,272000,,0.959813486
11,Elite General,4-073-0,Cobourg,10,8,94000,,0.744358668
11,Elite General,4-074-0,Peterborough,40,8,286000,,0.130805244
11,Elite General,4-075-0,Lindsay,8,8,60000,,0.196010166
11,Elite General,4-077-0,Toronto,5440,3,17950000,0.39%,0.45428327
11,Elite General,4-079-0,Guelph / Kitchener,150,0,507000,1.96%,0.228779521
11,Elite General,4-080-0,Fergus,5,2,46000,,0.110835388
11,Elite General,4-083-0,Fort Erie,5,7,22000,100.00%,0.299712156
11,Elite General,4-084-0,Niagara / St. Catharines,80,2,449000,2.22%,0.11329012
11,Elite General,4-089-0,Chatham,10,8,97000,,0.032992851
11,Elite General,4-090-0,Windsor / Leamington,90,7,685000,,0.543730607
11,Elite General,4-091-0,Wallaceburg,5,10,43000,,0.72823391
11,Elite General,4-092-0,Sarnia,20,7,170000,,0.201440432
11,Elite General,4-096-0,Gravenhurst / Bracebridge,10,4,36000,,0.149729485
11,Elite General,4-097-0,North Bay,20,5,143000,,0.064280216
11,TELUS,4-001-0,St. John's,60,10,183000,,0.093171534
11,TELUS,4-002-0,Placentia,3,10,9700,,0.809287874
11,TELUS,4-003-0,Gander / Grand Falls / Windsor,20,10,91000,,0.074351597
11,TELUS,4-004-0,Corner Brook / Stephenville,10,10,49000,,0.51882233
11,TELUS,4-005-1,Labrador,1,10,2800,,0.12758175
11,TELUS,4-006-0,Charlottetown,20,10,54000,,0.156189669
11,TELUS,4-007-0,Summerside,8,10,27000,,0.35619133
11,TELUS,4-008-0,Yarmouth,9,10,31000,,0.740485008
11,TELUS,4-009-0,Bridgewater / Kentville,20,10,87000,,0.073815111
11,TELUS,4-010-0,Halifax,90,10,312000,,0.817283505
11,TELUS,4-011-0,Truro,10,10,36000,,0.105691799
11,TELUS,4-012-0,Amherst,6,10,19000,,0.997509998
11,TELUS,4-013-0,Antigonish / New Glasgow,10,10,44000,,0.501329139
11,TELUS,4-014-0,Sydney,20,10,74000,,0.314711514
11,TELUS,4-015-0,Saint John,30,10,114000,,0.55340986
11,TELUS,4-016-0,St. Stephen,4,10,17000,,0.652391139
11,TELUS,4-017-0,Fredericton,40,10,130000,,0.781453089
11,TELUS,4-018-0,Moncton,40,10,141000,,0.823397761
11,TELUS,4-019-0,Miramichi / Bathurst,30,10,97000,,0.317370001
11,TELUS,4-020-0,Grand Falls,4,10,17000,,0.964985201
11,TELUS,4-021-0,Edmundston,5,10,18000,,0.056682975
11,TELUS,4-022-0,Campbellton,5,10,18000,,0.483240276
11,TELUS,4-023-0,Matane,20,5,63000,,0.630617653
11,TELUS,4-024-0,Mont-Joli,6,8,27000,,0.204287364
11,TELUS,4-025-0,Rimouski,10,8,49000,,0.624053389
11,TELUS,4-026-0,Rivière-du-Loup,10,10,52000,,0.839946121
11,TELUS,4-027-0,La Malbaie,5,8,16000,,0.05624531
11,TELUS,4-028-0,Chicoutimi-Jonquière,50,10,312000,,0.595517822
11,TELUS,4-029-0,Montmagny,10,8,40000,,0.137846867
11,TELUS,4-030-0,Québec,200,6,647000,,0.67231317
11,TELUS,4-031-0,Sainte-Marie,9,8,37000,,0.250815765
11,TELUS,4-032-0,Saint-Georges,10,8,49000,,0.417665866
11,TELUS,4-033-0,Lac-Mégantic,4,10,18000,,0.276478852
11,TELUS,4-034-0,Thetford Mines,7,10,37000,,0.356103219
11,TELUS,4-035-0,Plessisville,4,10,22000,,0.87465566
11,TELUS,4-036-0,La Tuque,3,10,27000,,0.225789285
11,TELUS,4-037-0,Trois-Rivières,60,10,230000,,0.80480779
11,TELUS,4-038-0,Louiseville,4,10,17000,,0.573977146
11,TELUS,4-039-0,Asbestos,5,10,21000,,0.166919042
11,TELUS,4-040-0,Victoriaville,10,10,81000,,0.054383998
11,TELUS,4-041-0,Coaticook,2,10,7700,,0.077791925
11,TELUS,4-042-0,Sherbrooke,50,10,180000,,0.879577346
11,TELUS,4-043-0,Windsor,3,10,30000,,0.962755348
11,TELUS,4-044-0,Drummondville,20,10,132000,,0.324890702
11,TELUS,4-045-0,Cowansville,5,10,17000,,0.695753547
11,TELUS,4-046-0,Farnham,5,10,17000,,0.310437603
11,TELUS,4-047-0,Granby,20,10,81000,,0.597952534
11,TELUS,4-048-0,St-Hyacinthe,20,10,87000,,0.984073274
11,TELUS,4-049-0,Sorel,10,10,33000,,0.819193027
11,TELUS,4-050-0,Joliette,30,6,91000,,0.925586683
11,TELUS,4-051-0,Montréal,3370,7,11107000,,0.339470832
11,TELUS,4-052-0,Sainte-Agathe-des-Monts,10,10,48000,,0.653164602
11,TELUS,4-053-0,Hawkesbury,10,10,51000,,0.863912864
11,TELUS,4-054-0,Mont-Laurier / Maniwaki,8,10,28000,,0.843757136
11,TELUS,4-055-0,Ottawa,480,5,1599000,,0.042446703
11,TELUS,4-056-0,Pembroke,10,10,117000,,0.623193856
11,TELUS,4-057-0,Arnprior / Renfrew,5,10,22000,,0.434642315
11,TELUS,4-058-0,Rouyn-Noranda,7,10,28000,,0.308306416
11,TELUS,4-059-0,Notre-Dame-du-Nord,3,10,8800,,0.705777361
11,TELUS,4-060-0,La Sarre,3,10,13000,,0.798623676
11,TELUS,4-061-1,Amos,1,10,4400,,0.732369713
11,TELUS,4-062-1,Val-d'Or,1,10,1100,,0.199274798
11,TELUS,4-063-0,Roberval / Saint-Félicien,10,10,46000,,0.086473101
11,TELUS,4-064-0,Baie-Comeau,7,8,25000,,0.593758345
11,TELUS,4-065-0,Port-Cartier / Sept-Îles,8,6,41000,,0.874070417
11,TELUS,4-066-1,Chibougamau,1,10,2200,,0.252238624
11,TELUS,4-067-0,Cornwall,10,10,69000,,0.39135472
11,TELUS,4-068-0,Brockville,10,10,99000,,0.82697322
11,TELUS,4-069-0,Gananoque,2,10,24000,,0.801758184
11,TELUS,4-070-0,Kingston,40,10,303000,,0.816991421
11,TELUS,4-071-0,Napanee,7,10,65000,,0.867357667
11,TELUS,4-072-0,Belleville,30,10,272000,,0.31160083
11,TELUS,4-073-0,Cobourg,10,10,94000,,0.184097382
11,TELUS,4-074-0,Peterborough,40,10,286000,,0.269651673
11,TELUS,4-075-0,Lindsay,8,10,60000,,0.399752302
11,TELUS,4-076-0,Minden,4,10,13000,,0.096282993
11,TELUS,4-077-0,Toronto,5440,8,19738000,,0.084895898
11,TELUS,4-078-0,Alliston,20,10,178000,,0.873830607
11,TELUS,4-079-0,Guelph / Kitchener,150,5,557000,,0.121003588
11,TELUS,4-080-0,Fergus,5,10,46000,,0.798608714
11,TELUS,4-081-1,Kincardine,20,10,152000,,0.86010535
11,TELUS,4-082-0,Listowel / Goderich,10,10,107000,,0.6364051
11,TELUS,4-083-0,Fort Erie,5,10,22000,,0.487946565
11,TELUS,4-084-0,Niagara / St. Catharines,80,10,493000,,0.292736658
11,TELUS,4-085-0,Haldimand / Dunnville,6,10,24000,,0.755323285
11,TELUS,4-086-0,London / Woodstock / St. Thomas,150,5,535000,,0.562210897
11,TELUS,4-087-0,Brantford,30,10,120000,,0.93382332
11,TELUS,4-088-0,Stratford,9,10,36000,,0.289151941
11,TELUS,4-089-0,Chatham,10,10,97000,,0.773211383
11,TELUS,4-090-0,Windsor / Leamington,90,6,685000,,0.745651131
